Record_ID,Date,Region,Team,Opening_Backlog,Requests_Received,Total_Workload,Requests_Completed,Closing_Backlog,Incident_Count,High_Critical_Incidents,Average_Completion_Days,SLA_Compliance,Quality_Pass_Rate,Customer_Satisfaction,Staff_Utilisation,Completion_Rate
OPS-102175,2026-04-10,South West,Estates Support,0,50,50,50,0,0,0,0.9,0.957,0.971,4.5,0.786,1.0
OPS-102176,2026-04-10,South West,Workplace Projects,0,31,31,31,0,0,0,2.2,1.0,0.971,4.7,0.792,1.0
OPS-102177,2026-04-10,South East,Workplace Services,6,37,43,43,0,0,0,1.7,0.955,0.979,4.5,0.702,1.0
OPS-102178,2026-04-10,South East,Facilities Response,1994,40,2034,19,2015,0,0,8.0,0.6,0.987,2.5,0.719,0.009
OPS-102179,2026-04-10,South East,Estates Support,0,70,70,48,22,0,0,2.7,0.827,0.963,3.6,0.685,0.686
OPS-102180,2026-04-10,South East,Workplace Projects,624,33,657,26,631,0,0,8.0,0.6,0.987,2.5,0.713,0.04
OPS-102181,2026-04-10,Wales,Workplace Services,1095,41,1136,28,1108,0,0,8.0,0.6,0.988,2.5,0.703,0.025
OPS-102182,2026-04-10,Wales,Facilities Response,1189,46,1235,28,1207,0,0,8.0,0.6,0.989,2.5,0.772,0.023
OPS-102183,2026-04-10,Wales,Estates Support,790,45,835,24,811,0,0,8.0,0.6,0.996,2.5,0.727,0.029
OPS-102184,2026-04-10,Wales,Workplace Projects,0,36,36,36,0,0,0,1.8,0.967,1.0,4.8,0.762,1.0
OPS-102185,2026-04-11,Scotland,Workplace Services,294,47,341,39,302,1,0,8.0,0.6,0.993,2.5,0.786,0.114
OPS-102186,2026-04-11,Scotland,Facilities Response,0,45,45,45,0,0,0,2.1,0.981,0.985,4.8,0.732,1.0
OPS-102187,2026-04-11,Scotland,Estates Support,568,52,620,42,578,0,0,8.0,0.6,0.973,2.5,0.786,0.068
OPS-102188,2026-04-11,Scotland,Workplace Projects,0,31,31,31,0,0,0,1.7,0.987,0.96,4.7,0.761,1.0
OPS-102189,2026-04-11,North East,Workplace Services,0,32,32,32,0,0,0,1.2,0.971,0.955,4.4,0.718,1.0
OPS-102190,2026-04-11,North East,Facilities Response,13,42,55,55,0,0,0,1.1,0.99,1.0,4.5,0.707,1.0
OPS-102191,2026-04-11,North East,Estates Support,1464,35,1499,18,1481,0,0,8.0,0.6,0.983,2.5,0.713,0.012
OPS-102192,2026-04-11,North East,Workplace Projects,38,23,61,23,38,0,0,4.9,0.745,0.948,3.1,0.655,0.377
OPS-102193,2026-04-11,North West,Workplace Services,576,45,621,32,589,0,0,8.0,0.6,1.0,2.5,0.787,0.052
OPS-102194,2026-04-11,North West,Facilities Response,1493,59,1552,22,1530,1,1,8.0,0.6,0.958,2.5,0.702,0.014
OPS-102195,2026-04-11,North West,Estates Support,1626,29,1655,21,1634,0,0,8.0,0.6,1.0,2.5,0.693,0.013
OPS-102196,2026-04-11,North West,Workplace Projects,0,34,34,34,0,0,0,0.9,1.0,1.0,4.6,0.702,1.0
OPS-102197,2026-04-11,Midlands,Workplace Services,0,67,67,44,23,0,0,3.0,0.832,0.996,3.7,0.67,0.657
OPS-102198,2026-04-11,Midlands,Facilities Response,689,35,724,35,689,0,0,8.0,0.6,0.97,2.5,0.684,0.048
OPS-102199,2026-04-11,Midlands,Estates Support,542,28,570,36,534,0,0,8.0,0.6,0.983,2.5,0.768,0.063
OPS-102200,2026-04-11,Midlands,Workplace Projects,0,31,31,31,0,0,0,0.8,1.0,0.936,4.9,0.722,1.0
OPS-102201,2026-04-11,South West,Workplace Services,1233,30,1263,29,1234,0,0,8.0,0.6,0.953,2.5,0.768,0.023
OPS-102202,2026-04-11,South West,Facilities Response,8,26,34,34,0,0,0,1.4,0.95,0.981,4.8,0.641,1.0
OPS-102203,2026-04-11,South West,Estates Support,0,47,47,47,0,0,0,1.5,0.977,0.995,4.3,0.786,1.0
OPS-102204,2026-04-11,South West,Workplace Projects,0,30,30,30,0,0,0,1.7,0.968,0.962,4.4,0.792,1.0
OPS-102205,2026-04-11,South East,Workplace Services,0,41,41,41,0,0,0,1.6,0.974,0.981,4.4,0.702,1.0
OPS-102206,2026-04-11,South East,Facilities Response,2015,49,2064,19,2045,0,0,8.0,0.6,0.974,2.5,0.719,0.009
OPS-102207,2026-04-11,South East,Estates Support,22,55,77,54,23,0,0,3.0,0.825,0.96,3.7,0.685,0.701
OPS-102208,2026-04-11,South East,Workplace Projects,631,45,676,26,650,1,0,8.0,0.6,0.992,2.5,0.713,0.038
OPS-102209,2026-04-11,Wales,Workplace Services,1108,56,1164,30,1134,0,0,8.0,0.6,1.0,2.5,0.703,0.026
OPS-102210,2026-04-11,Wales,Facilities Response,1207,34,1241,26,1215,0,0,8.0,0.6,0.978,2.5,0.772,0.021
OPS-102211,2026-04-11,Wales,Estates Support,811,41,852,30,822,0,0,8.0,0.6,0.979,2.5,0.727,0.035
OPS-102212,2026-04-11,Wales,Workplace Projects,0,40,40,40,0,0,0,1.4,0.971,0.963,4.5,0.762,1.0
OPS-102213,2026-04-13,Scotland,Workplace Services,302,40,342,45,297,0,0,8.0,0.6,0.957,2.5,0.786,0.132
OPS-102214,2026-04-13,Scotland,Facilities Response,0,48,48,47,1,0,0,1.4,0.963,1.0,4.5,0.732,0.979
OPS-102215,2026-04-13,Scotland,Estates Support,578,20,598,38,560,0,0,8.0,0.6,0.999,2.5,0.786,0.064
OPS-102216,2026-04-13,Scotland,Workplace Projects,0,41,41,38,3,0,0,2.0,0.92,0.983,4.5,0.761,0.927
OPS-102217,2026-04-13,North East,Workplace Services,0,33,33,33,0,0,0,1.4,0.982,0.992,4.4,0.718,1.0
OPS-102218,2026-04-13,North East,Facilities Response,0,34,34,34,0,0,0,1.7,0.969,1.0,4.4,0.707,1.0
OPS-102219,2026-04-13,North East,Estates Support,1481,37,1518,19,1499,0,0,8.0,0.6,0.969,2.5,0.713,0.013
OPS-102220,2026-04-13,North East,Workplace Projects,38,29,67,27,40,0,0,4.4,0.723,0.987,3.1,0.655,0.403
OPS-102221,2026-04-13,North West,Workplace Services,589,31,620,31,589,0,0,8.0,0.6,0.961,2.5,0.787,0.05
OPS-102222,2026-04-13,North West,Facilities Response,1530,34,1564,22,1542,0,0,8.0,0.6,0.98,2.5,0.702,0.014
OPS-102223,2026-04-13,North West,Estates Support,1634,40,1674,23,1651,0,0,8.0,0.6,0.962,2.5,0.693,0.014
OPS-102224,2026-04-13,North West,Workplace Projects,0,26,26,26,0,0,0,1.8,0.916,0.993,4.9,0.702,1.0
OPS-102225,2026-04-13,Midlands,Workplace Services,23,26,49,44,5,0,0,2.0,0.956,0.987,4.4,0.67,0.898
OPS-102226,2026-04-13,Midlands,Facilities Response,689,48,737,34,703,0,0,8.0,0.6,0.994,2.5,0.684,0.046
OPS-102227,2026-04-13,Midlands,Estates Support,534,29,563,30,533,0,0,8.0,0.6,1.0,2.5,0.768,0.053
OPS-102228,2026-04-13,Midlands,Workplace Projects,0,20,20,20,0,0,0,1.7,0.968,0.966,4.5,0.722,1.0
OPS-102229,2026-04-13,South West,Workplace Services,1234,22,1256,31,1225,0,0,8.0,0.6,1.0,2.5,0.768,0.025
OPS-102230,2026-04-13,South West,Facilities Response,0,48,48,48,0,0,0,1.4,0.981,0.968,4.7,0.641,1.0
OPS-102231,2026-04-13,South West,Estates Support,0,45,45,45,0,0,0,0.9,0.978,0.992,4.4,0.786,1.0
OPS-102232,2026-04-13,South West,Workplace Projects,0,26,26,26,0,0,0,1.4,0.979,0.956,4.7,0.792,1.0
OPS-102233,2026-04-13,South East,Workplace Services,0,46,46,46,0,0,0,1.4,0.982,1.0,4.8,0.702,1.0
OPS-102234,2026-04-13,South East,Facilities Response,2045,40,2085,23,2062,0,0,8.0,0.6,1.0,2.5,0.719,0.011
OPS-102235,2026-04-13,South East,Estates Support,23,53,76,54,22,0,0,3.3,0.831,0.991,4.0,0.685,0.711
OPS-102236,2026-04-13,South East,Workplace Projects,650,26,676,28,648,0,0,8.0,0.6,1.0,2.5,0.713,0.041
OPS-102237,2026-04-13,Wales,Workplace Services,1134,37,1171,23,1148,0,0,8.0,0.6,0.977,2.5,0.703,0.02
OPS-102238,2026-04-13,Wales,Facilities Response,1215,43,1258,28,1230,0,0,8.0,0.6,0.978,2.5,0.772,0.022
OPS-102239,2026-04-13,Wales,Estates Support,822,37,859,31,828,0,0,8.0,0.6,0.965,2.5,0.727,0.036
OPS-102240,2026-04-13,Wales,Workplace Projects,0,28,28,28,0,0,0,1.5,0.952,0.986,4.8,0.762,1.0
OPS-102241,2026-04-14,Scotland,Workplace Services,297,33,330,36,294,0,0,8.0,0.6,0.933,2.5,0.786,0.109
OPS-102242,2026-04-14,Scotland,Facilities Response,1,41,42,42,0,0,0,1.8,0.983,0.998,4.8,0.732,1.0
OPS-102243,2026-04-14,Scotland,Estates Support,560,43,603,36,567,0,0,8.0,0.6,0.982,2.5,0.786,0.06
OPS-102244,2026-04-14,Scotland,Workplace Projects,3,30,33,33,0,0,0,1.6,0.986,0.985,4.6,0.761,1.0
OPS-102245,2026-04-14,North East,Workplace Services,0,28,28,28,0,0,0,2.1,0.976,0.996,4.7,0.718,1.0
OPS-102246,2026-04-14,North East,Facilities Response,0,27,27,27,0,0,0,1.5,0.945,0.982,4.6,0.707,1.0
OPS-102247,2026-04-14,North East,Estates Support,1499,39,1538,24,1514,1,0,8.0,0.6,0.977,2.5,0.713,0.016
OPS-102248,2026-04-14,North East,Workplace Projects,40,39,79,21,58,1,1,6.4,0.6,0.958,2.5,0.655,0.266
OPS-102249,2026-04-14,North West,Workplace Services,589,43,632,29,603,0,0,8.0,0.6,0.996,2.5,0.787,0.046
OPS-102250,2026-04-14,North West,Facilities Response,1542,31,1573,23,1550,0,0,8.0,0.6,1.0,2.5,0.702,0.015
OPS-102251,2026-04-14,North West,Estates Support,1651,52,1703,25,1678,0,0,8.0,0.6,1.0,2.5,0.693,0.015
OPS-102252,2026-04-14,North West,Workplace Projects,0,35,35,35,0,0,0,1.3,0.941,0.962,4.3,0.702,1.0
OPS-102253,2026-04-14,Midlands,Workplace Services,5,36,41,38,3,1,0,1.7,0.901,0.973,4.5,0.67,0.927
OPS-102254,2026-04-14,Midlands,Facilities Response,703,33,736,33,703,0,0,8.0,0.6,0.994,2.5,0.684,0.045
OPS-102255,2026-04-14,Midlands,Estates Support,533,46,579,38,541,0,0,8.0,0.6,0.969,2.5,0.768,0.066
OPS-102256,2026-04-14,Midlands,Workplace Projects,0,31,31,31,0,0,0,1.9,1.0,1.0,4.6,0.722,1.0
OPS-102257,2026-04-14,South West,Workplace Services,1225,53,1278,28,1250,0,0,8.0,0.6,0.977,2.5,0.768,0.022
OPS-102258,2026-04-14,South West,Facilities Response,0,32,32,32,0,2,1,2.7,0.821,0.922,4.2,0.641,1.0
OPS-102259,2026-04-14,South West,Estates Support,0,43,43,43,0,0,0,1.6,0.92,0.942,4.7,0.786,1.0
OPS-102260,2026-04-14,South West,Workplace Projects,0,32,32,32,0,0,0,2.2,0.983,0.99,4.5,0.792,1.0
OPS-102261,2026-04-14,South East,Workplace Services,0,55,55,54,1,1,0,1.5,0.896,1.0,4.4,0.702,0.982
OPS-102262,2026-04-14,South East,Facilities Response,2062,66,2128,20,2108,0,0,8.0,0.6,0.986,2.5,0.719,0.009
OPS-102263,2026-04-14,South East,Estates Support,22,63,85,63,22,0,0,2.6,0.855,0.996,3.6,0.685,0.741
OPS-102264,2026-04-14,South East,Workplace Projects,648,42,690,22,668,1,1,8.0,0.6,0.974,2.5,0.713,0.032
OPS-102265,2026-04-14,Wales,Workplace Services,1148,39,1187,26,1161,0,0,8.0,0.6,0.96,2.5,0.703,0.022
OPS-102266,2026-04-14,Wales,Facilities Response,1230,31,1261,23,1238,0,0,8.0,0.6,1.0,2.5,0.772,0.018
OPS-102267,2026-04-14,Wales,Estates Support,828,44,872,28,844,0,0,8.0,0.6,0.977,2.5,0.727,0.032
OPS-102268,2026-04-14,Wales,Workplace Projects,0,33,33,33,0,1,0,2.2,0.952,0.97,4.6,0.762,1.0
OPS-102269,2026-04-15,Scotland,Workplace Services,294,48,342,38,304,0,0,8.0,0.6,1.0,2.5,0.786,0.111
OPS-102270,2026-04-15,Scotland,Facilities Response,0,33,33,33,0,0,0,1.4,0.987,0.967,4.6,0.732,1.0
OPS-102271,2026-04-15,Scotland,Estates Support,567,30,597,42,555,0,0,8.0,0.6,0.956,2.5,0.786,0.07
OPS-102272,2026-04-15,Scotland,Workplace Projects,0,19,19,19,0,0,0,1.1,0.964,0.979,4.4,0.761,1.0
OPS-102273,2026-04-15,North East,Workplace Services,0,24,24,24,0,0,0,1.2,0.973,0.979,4.4,0.718,1.0
OPS-102274,2026-04-15,North East,Facilities Response,0,45,45,45,0,0,0,1.2,0.994,0.98,4.4,0.707,1.0
OPS-102275,2026-04-15,North East,Estates Support,1514,31,1545,20,1525,0,0,8.0,0.6,0.961,2.5,0.713,0.013
OPS-102276,2026-04-15,North East,Workplace Projects,58,22,80,25,55,0,0,6.1,0.6,0.968,2.6,0.655,0.312
OPS-102277,2026-04-15,North West,Workplace Services,603,36,639,30,609,0,0,8.0,0.6,0.969,2.5,0.787,0.047
OPS-102278,2026-04-15,North West,Facilities Response,1550,50,1600,22,1578,0,0,8.0,0.6,0.984,2.5,0.702,0.014
OPS-102279,2026-04-15,North West,Estates Support,1678,33,1711,22,1689,0,0,8.0,0.6,1.0,2.5,0.693,0.013
OPS-102280,2026-04-15,North West,Workplace Projects,0,33,33,33,0,0,0,1.7,0.966,0.962,4.5,0.702,1.0
OPS-102281,2026-04-15,Midlands,Workplace Services,3,50,53,43,10,0,0,2.6,0.928,0.976,4.4,0.67,0.811
OPS-102282,2026-04-15,Midlands,Facilities Response,703,32,735,39,696,0,0,8.0,0.6,0.983,2.5,0.684,0.053
OPS-102283,2026-04-15,Midlands,Estates Support,541,42,583,32,551,0,0,8.0,0.6,0.971,2.5,0.768,0.055
OPS-102284,2026-04-15,Midlands,Workplace Projects,0,19,19,19,0,0,0,1.9,0.99,0.975,4.7,0.722,1.0
OPS-102285,2026-04-15,South West,Workplace Services,1250,47,1297,25,1272,0,0,8.0,0.6,0.997,2.5,0.768,0.019
OPS-102286,2026-04-15,South West,Facilities Response,0,53,53,53,0,1,0,2.0,0.925,0.993,4.5,0.641,1.0
OPS-102287,2026-04-15,South West,Estates Support,0,42,42,42,0,0,0,1.6,0.954,0.967,4.5,0.786,1.0
OPS-102288,2026-04-15,South West,Workplace Projects,0,36,36,36,0,0,0,2.2,0.992,0.986,4.5,0.792,1.0
OPS-102289,2026-04-15,South East,Workplace Services,1,41,42,42,0,0,0,1.7,0.967,0.986,4.5,0.702,1.0
OPS-102290,2026-04-15,South East,Facilities Response,2108,59,2167,25,2142,0,0,8.0,0.6,1.0,2.5,0.719,0.012
OPS-102291,2026-04-15,South East,Estates Support,22,50,72,61,11,0,0,2.2,0.882,0.989,4.1,0.685,0.847
OPS-102292,2026-04-15,South East,Workplace Projects,668,38,706,25,681,1,0,8.0,0.6,0.955,2.5,0.713,0.035
OPS-102293,2026-04-15,Wales,Workplace Services,1161,51,1212,31,1181,0,0,8.0,0.6,0.969,2.5,0.703,0.026
OPS-102294,2026-04-15,Wales,Facilities Response,1238,43,1281,22,1259,0,0,8.0,0.6,0.994,2.5,0.772,0.017
OPS-102295,2026-04-15,Wales,Estates Support,844,33,877,26,851,0,0,8.0,0.6,0.981,2.5,0.727,0.03
OPS-102296,2026-04-15,Wales,Workplace Projects,0,39,39,39,0,0,0,1.6,0.985,1.0,4.8,0.762,1.0
OPS-102297,2026-04-16,Scotland,Workplace Services,304,39,343,37,306,1,1,8.0,0.6,0.989,2.5,0.786,0.108
OPS-102298,2026-04-16,Scotland,Facilities Response,0,47,47,47,0,0,0,1.7,0.972,0.975,4.3,0.732,1.0
OPS-102299,2026-04-16,Scotland,Estates Support,555,48,603,41,562,0,0,8.0,0.6,0.978,2.5,0.786,0.068
OPS-102300,2026-04-16,Scotland,Workplace Projects,0,25,25,25,0,0,0,1.9,0.981,1.0,4.6,0.761,1.0
OPS-102301,2026-04-16,North East,Workplace Services,0,49,49,49,0,0,0,1.9,0.987,1.0,4.7,0.718,1.0
OPS-102302,2026-04-16,North East,Facilities Response,0,43,43,43,0,0,0,1.9,0.941,0.985,5.0,0.707,1.0
OPS-102303,2026-04-16,North East,Estates Support,1525,25,1550,18,1532,0,0,8.0,0.6,1.0,2.5,0.713,0.012
OPS-102304,2026-04-16,North East,Workplace Projects,55,29,84,27,57,0,0,5.9,0.636,0.982,2.5,0.655,0.321
OPS-102305,2026-04-16,North West,Workplace Services,609,60,669,31,638,0,0,8.0,0.6,0.975,2.5,0.787,0.046
OPS-102306,2026-04-16,North West,Facilities Response,1578,66,1644,25,1619,0,0,8.0,0.6,0.991,2.5,0.702,0.015
OPS-102307,2026-04-16,North West,Estates Support,1689,42,1731,28,1703,0,0,8.0,0.6,0.999,2.5,0.693,0.016
OPS-102308,2026-04-16,North West,Workplace Projects,0,28,28,28,0,1,0,1.6,0.965,0.976,4.5,0.702,1.0
OPS-102309,2026-04-16,Midlands,Workplace Services,10,37,47,39,8,0,0,2.0,0.911,1.0,4.3,0.67,0.83
OPS-102310,2026-04-16,Midlands,Facilities Response,696,41,737,37,700,1,0,8.0,0.6,0.981,2.5,0.684,0.05
OPS-102311,2026-04-16,Midlands,Estates Support,551,35,586,30,556,0,0,8.0,0.6,0.99,2.5,0.768,0.051
OPS-102312,2026-04-16,Midlands,Workplace Projects,0,38,38,38,0,0,0,1.4,0.972,0.951,4.7,0.722,1.0
OPS-102313,2026-04-16,South West,Workplace Services,1272,35,1307,26,1281,0,0,8.0,0.6,0.973,2.5,0.768,0.02
OPS-102314,2026-04-16,South West,Facilities Response,0,33,33,33,0,0,0,1.4,0.979,0.949,4.4,0.641,1.0
OPS-102315,2026-04-16,South West,Estates Support,0,56,56,56,0,0,0,0.8,0.892,0.972,4.4,0.786,1.0
OPS-102316,2026-04-16,South West,Workplace Projects,0,21,21,21,0,0,0,1.3,0.993,1.0,4.6,0.792,1.0
OPS-102317,2026-04-16,South East,Workplace Services,0,15,15,15,0,0,0,1.6,0.949,0.995,4.6,0.702,1.0
OPS-102318,2026-04-16,South East,Facilities Response,2142,37,2179,19,2160,0,0,8.0,0.6,0.994,2.5,0.719,0.009
OPS-102319,2026-04-16,South East,Estates Support,11,61,72,47,25,0,0,3.2,0.795,0.991,3.8,0.685,0.653
OPS-102320,2026-04-16,South East,Workplace Projects,681,31,712,22,690,0,0,8.0,0.6,0.959,2.5,0.713,0.031
OPS-102321,2026-04-16,Wales,Workplace Services,1181,52,1233,28,1205,0,0,8.0,0.6,0.984,2.5,0.703,0.023
OPS-102322,2026-04-16,Wales,Facilities Response,1259,36,1295,24,1271,0,0,8.0,0.6,1.0,2.5,0.772,0.019
OPS-102323,2026-04-16,Wales,Estates Support,851,41,892,25,867,0,0,8.0,0.6,0.984,2.5,0.727,0.028
OPS-102324,2026-04-16,Wales,Workplace Projects,0,25,25,25,0,0,0,1.4,0.931,0.979,4.5,0.762,1.0
OPS-102325,2026-04-17,Scotland,Workplace Services,306,49,355,34,321,1,0,8.0,0.6,1.0,2.5,0.786,0.096
OPS-102326,2026-04-17,Scotland,Facilities Response,0,39,39,39,0,1,0,1.4,0.975,0.971,4.5,0.732,1.0
OPS-102327,2026-04-17,Scotland,Estates Support,562,43,605,33,572,0,0,8.0,0.6,0.963,2.5,0.786,0.055
OPS-102328,2026-04-17,Scotland,Workplace Projects,0,16,16,16,0,0,0,2.1,0.986,1.0,4.7,0.761,1.0
OPS-102329,2026-04-17,North East,Workplace Services,0,62,62,46,16,1,0,3.1,0.78,0.979,4.2,0.718,0.742
OPS-102330,2026-04-17,North East,Facilities Response,0,29,29,29,0,1,0,1.5,0.974,0.986,4.6,0.707,1.0
OPS-102331,2026-04-17,North East,Estates Support,1532,22,1554,21,1533,0,0,8.0,0.6,1.0,2.5,0.713,0.014
OPS-102332,2026-04-17,North East,Workplace Projects,57,24,81,25,56,0,0,5.5,0.617,0.996,2.5,0.655,0.309
OPS-102333,2026-04-17,North West,Workplace Services,638,53,691,38,653,0,0,8.0,0.6,1.0,2.5,0.787,0.055
OPS-102334,2026-04-17,North West,Facilities Response,1619,43,1662,24,1638,1,0,8.0,0.6,0.958,2.5,0.702,0.014
OPS-102335,2026-04-17,North West,Estates Support,1703,32,1735,22,1713,1,1,8.0,0.6,0.953,2.5,0.693,0.013
OPS-102336,2026-04-17,North West,Workplace Projects,0,26,26,26,0,0,0,1.3,1.0,0.964,4.6,0.702,1.0
OPS-102337,2026-04-17,Midlands,Workplace Services,8,57,65,39,26,0,0,3.6,0.816,1.0,3.9,0.67,0.6
OPS-102338,2026-04-17,Midlands,Facilities Response,700,48,748,31,717,0,0,8.0,0.6,0.975,2.5,0.684,0.041
OPS-102339,2026-04-17,Midlands,Estates Support,556,32,588,37,551,0,0,8.0,0.6,0.983,2.5,0.768,0.063
OPS-102340,2026-04-17,Midlands,Workplace Projects,0,22,22,22,0,1,0,1.7,0.932,0.993,4.5,0.722,1.0
OPS-102341,2026-04-17,South West,Workplace Services,1281,28,1309,25,1284,0,0,8.0,0.6,0.986,2.5,0.768,0.019
OPS-102342,2026-04-17,South West,Facilities Response,0,25,25,25,0,0,0,1.5,0.946,0.991,4.4,0.641,1.0
OPS-102343,2026-04-17,South West,Estates Support,0,35,35,35,0,0,0,1.0,0.993,0.979,4.6,0.786,1.0
OPS-102344,2026-04-17,South West,Workplace Projects,0,30,30,30,0,0,0,2.0,0.992,1.0,4.6,0.792,1.0
OPS-102345,2026-04-17,South East,Workplace Services,0,51,51,44,7,1,0,2.1,0.922,0.973,4.1,0.702,0.863
OPS-102346,2026-04-17,South East,Facilities Response,2160,26,2186,20,2166,0,0,8.0,0.6,0.984,2.5,0.719,0.009
OPS-102347,2026-04-17,South East,Estates Support,25,57,82,63,19,0,0,3.4,0.862,0.967,4.0,0.685,0.768
OPS-102348,2026-04-17,South East,Workplace Projects,690,39,729,22,707,0,0,8.0,0.6,0.953,2.5,0.713,0.03
OPS-102349,2026-04-17,Wales,Workplace Services,1205,47,1252,28,1224,0,0,8.0,0.6,0.983,2.5,0.703,0.022
OPS-102350,2026-04-17,Wales,Facilities Response,1271,59,1330,22,1308,0,0,8.0,0.6,0.987,2.5,0.772,0.017
OPS-102351,2026-04-17,Wales,Estates Support,867,31,898,29,869,0,0,8.0,0.6,0.983,2.5,0.727,0.032
OPS-102352,2026-04-17,Wales,Workplace Projects,0,23,23,23,0,0,0,1.2,0.944,1.0,4.2,0.762,1.0
OPS-102353,2026-04-18,Scotland,Workplace Services,321,42,363,40,323,0,0,8.0,0.6,1.0,2.5,0.786,0.11
OPS-102354,2026-04-18,Scotland,Facilities Response,0,46,46,46,0,0,0,1.5,0.986,0.988,4.6,0.732,1.0
OPS-102355,2026-04-18,Scotland,Estates Support,572,41,613,37,576,1,1,8.0,0.6,0.941,2.5,0.786,0.06
OPS-102356,2026-04-18,Scotland,Workplace Projects,0,36,36,36,0,0,0,1.4,1.0,0.97,4.5,0.761,1.0
OPS-102357,2026-04-18,North East,Workplace Services,16,40,56,48,8,0,0,2.6,0.956,0.972,4.2,0.718,0.857
OPS-102358,2026-04-18,North East,Facilities Response,0,33,33,33,0,0,0,1.2,0.931,0.974,4.9,0.707,1.0
OPS-102359,2026-04-18,North East,Estates Support,1533,40,1573,24,1549,0,0,8.0,0.6,0.953,2.5,0.713,0.015
OPS-102360,2026-04-18,North East,Workplace Projects,56,31,87,28,59,0,0,6.4,0.649,0.98,2.6,0.655,0.322
OPS-102361,2026-04-18,North West,Workplace Services,653,46,699,32,667,1,0,8.0,0.6,0.974,2.5,0.787,0.046
OPS-102362,2026-04-18,North West,Facilities Response,1638,41,1679,24,1655,0,0,8.0,0.6,0.984,2.5,0.702,0.014
OPS-102363,2026-04-18,North West,Estates Support,1713,49,1762,24,1738,0,0,8.0,0.6,0.948,2.5,0.693,0.014
OPS-102364,2026-04-18,North West,Workplace Projects,0,30,30,30,0,0,0,2.1,0.993,0.973,4.2,0.702,1.0
OPS-102365,2026-04-18,Midlands,Workplace Services,26,46,72,51,21,1,0,3.6,0.814,0.956,3.7,0.67,0.708
OPS-102366,2026-04-18,Midlands,Facilities Response,717,43,760,31,729,0,0,8.0,0.6,0.968,2.5,0.684,0.041
OPS-102367,2026-04-18,Midlands,Estates Support,551,33,584,33,551,1,0,8.0,0.6,0.963,2.5,0.768,0.057
OPS-102368,2026-04-18,Midlands,Workplace Projects,0,29,29,29,0,0,0,1.3,0.954,0.985,4.4,0.722,1.0
OPS-102369,2026-04-18,South West,Workplace Services,1284,48,1332,26,1306,1,0,8.0,0.6,0.992,2.5,0.768,0.02
OPS-102370,2026-04-18,South West,Facilities Response,0,42,42,42,0,1,1,2.1,0.874,0.981,4.3,0.641,1.0
OPS-102371,2026-04-18,South West,Estates Support,0,28,28,28,0,0,0,1.8,0.988,0.972,4.4,0.786,1.0
OPS-102372,2026-04-18,South West,Workplace Projects,0,25,25,25,0,0,0,1.6,0.95,0.98,4.5,0.792,1.0
OPS-102373,2026-04-18,South East,Workplace Services,7,42,49,49,0,0,0,2.1,0.963,1.0,4.7,0.702,1.0
OPS-102374,2026-04-18,South East,Facilities Response,2166,60,2226,25,2201,0,0,8.0,0.6,0.978,2.5,0.719,0.011
OPS-102375,2026-04-18,South East,Estates Support,19,52,71,49,22,0,0,3.3,0.829,0.967,3.9,0.685,0.69
OPS-102376,2026-04-18,South East,Workplace Projects,707,32,739,25,714,0,0,8.0,0.6,0.998,2.5,0.713,0.034
OPS-102377,2026-04-18,Wales,Workplace Services,1224,40,1264,30,1234,0,0,8.0,0.6,0.995,2.5,0.703,0.024
OPS-102378,2026-04-18,Wales,Facilities Response,1308,32,1340,28,1312,0,0,8.0,0.6,0.98,2.5,0.772,0.021
OPS-102379,2026-04-18,Wales,Estates Support,869,33,902,26,876,0,0,8.0,0.6,0.978,2.5,0.727,0.029
OPS-102380,2026-04-18,Wales,Workplace Projects,0,37,37,37,0,0,0,1.3,0.952,0.993,4.6,0.762,1.0
OPS-102381,2026-04-19,Scotland,Workplace Services,323,56,379,33,346,0,0,8.0,0.6,0.987,2.5,0.786,0.087
OPS-102382,2026-04-19,Scotland,Facilities Response,0,47,47,47,0,0,0,1.2,0.931,0.959,4.4,0.732,1.0
OPS-102383,2026-04-19,Scotland,Estates Support,576,54,630,34,596,0,0,8.0,0.6,1.0,2.5,0.786,0.054
OPS-102384,2026-04-19,Scotland,Workplace Projects,0,29,29,29,0,0,0,1.4,0.915,0.986,4.8,0.761,1.0
OPS-102385,2026-04-19,North East,Workplace Services,8,35,43,41,2,0,0,0.8,0.966,0.972,4.2,0.718,0.953
OPS-102386,2026-04-19,North East,Facilities Response,0,41,41,41,0,0,0,1.0,0.983,1.0,4.3,0.707,1.0
OPS-102387,2026-04-19,North East,Estates Support,1549,38,1587,24,1563,0,0,8.0,0.6,1.0,2.5,0.713,0.015
OPS-102388,2026-04-19,North East,Workplace Projects,59,27,86,25,61,0,0,5.9,0.614,0.958,2.5,0.655,0.291
OPS-102389,2026-04-19,North West,Workplace Services,667,38,705,32,673,0,0,8.0,0.6,0.993,2.5,0.787,0.045
OPS-102390,2026-04-19,North West,Facilities Response,1655,35,1690,25,1665,0,0,8.0,0.6,1.0,2.5,0.702,0.015
OPS-102391,2026-04-19,North West,Estates Support,1738,39,1777,27,1750,0,0,8.0,0.6,0.988,2.5,0.693,0.015
OPS-102392,2026-04-19,North West,Workplace Projects,0,31,31,31,0,0,0,2.0,0.945,0.963,4.6,0.702,1.0
